route_key,direction,dk_name,db_name,success,message,path_node_ids,path_node_names,path_node_roles,tn_nodes,flz_nodes_on_route,n_nodes,n_edges,n_tn_nodes,n_flz_nodes_on_route,outer_zone_nodes_on_route,n_outer_zone_nodes,total_cost,total_distance_m,min_nofly_clearance_m,nearest_flz_distance_m,flz_buffer_required,flz_buffer_ok,flz_buffer_min_distance_m,flz_buffer_forced,flz_buffer_forced_ok,flz_buffer_via,tn_hard_required,tn_hard_ok,tn_hard_count,tn_hard_forced,tn_hard_forced_ok,tn_hard_via,hard_requirement_message
TA015_MAJ010_DK01_to_DB02,ta_coverage,DK01,DB02,True,TA coverage scenario through MAJ010. Path found by ACO through an outer-zone waypoint.,7213;7214;6728;5615;6728;7214;7213;6708;7231;3204;2711,DK01;MAJ005;MAJ017;MAJ010;MAJ017;MAJ005;DK01;MIN003;MIN013;MAJ012;DB02,DK;TN_major;TN_major;TN_major;TN_major;TN_major;DK;TN_minor;TN_minor;TN_major;DB,MAJ005;MAJ017;MAJ010;MAJ017;MAJ005;MIN003;MIN013;MAJ012,,11,10,8,0,,0,26.112641183703015,7119.7734282835245,150.00000000000009,31.027125730526308,,,,,,,,,,,,,
TA016_MAJ011_DK01_to_DB01,ta_coverage,DK01,DB01,True,TA coverage scenario through MAJ011. Path found by ACO through an outer-zone waypoint.,7213;7214;6728;5615;4103;4479;4103;5615;6728;7214;7213;8026;8533;5701;3058;2956,DK01;MAJ005;MAJ017;MAJ010;MIN006;MAJ011;MIN006;MAJ010;MAJ017;MAJ005;DK01;MAJ004;MIN005;MIN002;MAJ015;DB01,DK;TN_major;TN_major;TN_major;TN_minor;TN_major;TN_minor;TN_major;TN_major;TN_major;DK;TN_major;TN_minor;TN_minor;TN_major;DB,MAJ005;MAJ017;MAJ010;MIN006;MAJ011;MIN006;MAJ010;MAJ017;MAJ005;MAJ004;MIN005;MIN002;MAJ015,,16,15,13,0,,0,46.515429021609926,11319.959232164983,100.0,18.633899812498385,,,,,,,,,,,,,
TA017_MAJ012_DK01_to_DB02,ta_coverage,DK01,DB02,True,TA coverage scenario through MAJ012. Path found by ACO through an outer-zone waypoint.,7213;7214;6728;5615;4103;4479;3204;4479;4103;5615;6728;7214;7213;6708;7231;3008;2711,DK01;MAJ005;MAJ017;MAJ010;MIN006;MAJ011;MAJ012;MAJ011;MIN006;MAJ010;MAJ017;MAJ005;DK01;MIN003;MIN013;MIN008;DB02,DK;TN_major;TN_major;TN_major;TN_minor;TN_major;TN_major;TN_major;TN_minor;TN_major;TN_major;TN_major;DK;TN_minor;TN_minor;TN_minor;DB,MAJ005;MAJ017;MAJ010;MIN006;MAJ011;MAJ012;MAJ011;MIN006;MAJ010;MAJ017;MAJ005;MIN003;MIN013;MIN008,,17,16,14,0,,0,54.282186371597895,15381.445759179072,100.0,96.06319801613643,,,,,,,,,,,,,
TA018_MAJ020_DK04_to_DB01,ta_coverage,DK04,DB01,True,TA coverage scenario through MAJ020. Path found by ACO through an outer-zone waypoint.,2329;4046;2329;6073;2956,DK04;MAJ020;DK04;MIN017;DB01,DK;TN_major;DK;TN_minor;DB,MAJ020;MIN017,,5,4,2,0,MAJ020;MIN017,2,18.750338550767573,5283.552173545768,91.43973146174442,1783.093505394373,,,,,,,,,,,,,
TA019_MAJ016_DK01_to_DB01,ta_coverage,DK01,DB01,True,TA coverage scenario through MAJ016. Path found by ACO through an outer-zone waypoint.,7213;7214;6291;7214;7213;3476;2956,DK01;MAJ005;MAJ016;MAJ005;DK01;MIN018;DB01,DK;TN_major;TN_major;TN_major;DK;TN_minor;DB,MAJ005;MAJ016;MAJ005;MIN018,,7,6,4,0,,0,19.25828290794716,4404.901112751419,100.0,492.44289008980525,,,,,,,,,,,,,
TA020_MAJ009_DK03_to_DB01,ta_coverage,DK03,DB01,True,TA coverage scenario through MAJ009. Path found by ACO through an outer-zone waypoint.,9253;9151;8943;9151;9253;5292;2956,DK03;MAJ019;MAJ009;MAJ019;DK03;MIN001;DB01,DK;TN_major;TN_major;TN_major;DK;TN_minor;DB,MAJ019;MAJ009;MAJ019;MIN001,,7,6,4,0,MAJ019;MAJ009;MAJ019,3,18.495956885465723,4333.722687357087,100.0,383.011136736515,,,,,,,,,,,,,
TA021_MAJ022_DK01_to_DB02,ta_coverage,DK01,DB02,True,TA coverage scenario through MAJ022. Path found by ACO through an outer-zone waypoint.,7213;7214;6728;7231;3996;7231;6728;8026;7214;7213;8533;5615;2711,DK01;MAJ005;MAJ017;MIN013;MAJ022;MIN013;MAJ017;MAJ004;MAJ005;DK01;MIN005;MAJ010;DB02,DK;TN_major;TN_major;TN_minor;TN_major;TN_minor;TN_major;TN_major;TN_major;DK;TN_minor;TN_major;DB,MAJ005;MAJ017;MIN013;MAJ022;MIN013;MAJ017;MAJ004;MAJ005;MIN005;MAJ010,,13,12,10,0,,0,32.74424263212235,10478.04397634085,96.64956626555797,18.24484027089759,,,,,,,,,,,,,
TA022_MIN001_DK01_to_DB01,ta_coverage,DK01,DB01,True,TA coverage scenario through MIN001. Path found by ACO through an outer-zone waypoint.,7213;7214;8026;6728;7231;3996;3476;5292;3476;3996;7231;6728;8026;7214;7213;5701;2956,DK01;MAJ005;MAJ004;MAJ017;MIN013;MAJ022;MIN018;MIN001;MIN018;MAJ022;MIN013;MAJ017;MAJ004;MAJ005;DK01;MIN002;DB01,DK;TN_major;TN_major;TN_major;TN_minor;TN_major;TN_minor;TN_minor;TN_minor;TN_major;TN_minor;TN_major;TN_major;TN_major;DK;TN_minor;DB,MAJ005;MAJ004;MAJ017;MIN013;MAJ022;MIN018;MIN001;MIN018;MAJ022;MIN013;MAJ017;MAJ004;MAJ005;MIN002,,17,16,14,0,,0,49.40304767871916,12511.485590548313,96.64956626555797,18.24484027089759,,,,,,,,,,,,,
TA023_MIN002_DK01_to_DB01,ta_coverage,DK01,DB01,True,TA coverage scenario through MIN002. Path found by ACO through an outer-zone waypoint.,7213;7214;8026;6728;7231;3996;3476;5292;5701;5292;3476;3996;7231;6728;8026;7214;7213;8533;4479;2956,DK01;MAJ005;MAJ004;MAJ017;MIN013;MAJ022;MIN018;MIN001;MIN002;MIN001;MIN018;MAJ022;MIN013;MAJ017;MAJ004;MAJ005;DK01;MIN005;MAJ011;DB01,DK;TN_major;TN_major;TN_major;TN_minor;TN_major;TN_minor;TN_minor;TN_minor;TN_minor;TN_minor;TN_major;TN_minor;TN_major;TN_major;TN_major;DK;TN_minor;TN_major;DB,MAJ005;MAJ004;MAJ017;MIN013;MAJ022;MIN018;MIN001;MIN002;MIN001;MIN018;MAJ022;MIN013;MAJ017;MAJ004;MAJ005;MIN005;MAJ011,,20,19,17,0,,0,61.50026086187223,14471.650176347262,82.85240710383059,18.24484027089759,,,,,,,,,,,,,
TA024_MIN003_DK01_to_DB01,ta_coverage,DK01,DB01,True,TA coverage scenario through MIN003. Path found by ACO through an outer-zone waypoint.,7213;7214;8026;6728;7231;3996;3476;5292;5701;6708;5701;5292;3476;3996;7231;6728;8026;7214;7213;8533;8141;4103;3058;2956,DK01;MAJ005;MAJ004;MAJ017;MIN013;MAJ022;MIN018;MIN001;MIN002;MIN003;MIN002;MIN001;MIN018;MAJ022;MIN013;MAJ017;MAJ004;MAJ005;DK01;MIN005;MIN015;MIN006;MAJ015;DB01,DK;TN_major;TN_major;TN_major;TN_minor;TN_major;TN_minor;TN_minor;TN_minor;TN_minor;TN_minor;TN_minor;TN_minor;TN_major;TN_minor;TN_major;TN_major;TN_major;DK;TN_minor;TN_minor;TN_minor;TN_major;DB,MAJ005;MAJ004;MAJ017;MIN013;MAJ022;MIN018;MIN001;MIN002;MIN003;MIN002;MIN001;MIN018;MAJ022;MIN013;MAJ017;MAJ004;MAJ005;MIN005;MIN015;MIN006;MAJ015,,24,23,21,0,,0,75.35213827154897,17072.410939119145,96.64956626555797,18.24484027089759,,,,,,,,,,,,,
TA025_MIN004_DK05_to_DB01,ta_coverage,DK05,DB01,True,TA coverage scenario through MIN004. Path found by ACO through an outer-zone waypoint.,9104;9105;9312;9105;9104;8026;7231;4103;3058;2956,DK05;MAJ013;MIN004;MAJ013;DK05;MAJ004;MIN013;MIN006;MAJ015;DB01,DK;TN_major;TN_minor;TN_major;DK;TN_major;TN_minor;TN_minor;TN_major;DB,MAJ013;MIN004;MAJ013;MAJ004;MIN013;MIN006;MAJ015,,10,9,7,0,MAJ013;MIN004;MAJ013,3,30.1009754902012,6588.9653706082745,80.62257748298549,50.0,,,,,,,,,,,,,
TA026_MIN005_DK01_to_DB01,ta_coverage,DK01,DB01,True,TA coverage scenario through MIN005. Path found by ACO through an outer-zone waypoint.,7213;7214;8533;7214;7213;8026;5292;3058;2956,DK01;MAJ005;MIN005;MAJ005;DK01;MAJ004;MIN001;MAJ015;DB01,DK;TN_major;TN_minor;TN_major;DK;TN_major;TN_minor;TN_major;DB,MAJ005;MIN005;MAJ005;MAJ004;MIN001;MAJ015,,9,8,6,0,,0,17.40909420471797,4721.820817761422,100.0,16.666666666666515,,,,,,,,,,,,,
TA027_MIN006_DK01_to_DB02,ta_coverage,DK01,DB02,True,TA coverage scenario through MIN006. Path found by ACO through an outer-zone waypoint.,7213;7214;8533;5615;4103;5615;8533;7214;7213;6728;3204;2711,DK01;MAJ005;MIN005;MAJ010;MIN006;MAJ010;MIN005;MAJ005;DK01;MAJ017;MAJ012;DB02,DK;TN_major;TN_minor;TN_major;TN_minor;TN_major;TN_minor;TN_major;DK;TN_major;TN_major;DB,MAJ005;MIN005;MAJ010;MIN006;MAJ010;MIN005;MAJ005;MAJ017;MAJ012,,12,11,9,0,,0,31.178419777005864,9678.270483448465,150.00000000000009,16.666666666666515,,,,,,,,,,,,,
TA028_MIN007_DK01_to_DB01,ta_coverage,DK01,DB01,True,TA coverage scenario through MIN007. Path found by ACO through an outer-zone waypoint.,7213;7214;8533;5615;4103;8141;8425;5693;8425;8141;4103;5615;8533;7214;7213;5292;2956,DK01;MAJ005;MIN005;MAJ010;MIN006;MIN015;MAJ008;MIN007;MAJ008;MIN015;MIN006;MAJ010;MIN005;MAJ005;DK01;MIN001;DB01,DK;TN_major;TN_minor;TN_major;TN_minor;TN_minor;TN_major;TN_minor;TN_major;TN_minor;TN_minor;TN_major;TN_minor;TN_major;DK;TN_minor;DB,MAJ005;MIN005;MAJ010;MIN006;MIN015;MAJ008;MIN007;MAJ008;MIN015;MIN006;MAJ010;MIN005;MAJ005;MIN001,,17,16,14,0,,0,52.75767040559717,17113.774912965553,100.0,16.666666666666515,,,,,,,,,,,,,
TA029_MIN008_DK01_to_DB02,ta_coverage,DK01,DB02,True,TA coverage scenario through MIN008. Path found by ACO through an outer-zone waypoint.,7213;7214;8533;5615;4103;8141;8425;5693;7231;3008;7231;5693;8425;8141;4103;5615;8533;7214;7213;8026;6728;3204;2711,DK01;MAJ005;MIN005;MAJ010;MIN006;MIN015;MAJ008;MIN007;MIN013;MIN008;MIN013;MIN007;MAJ008;MIN015;MIN006;MAJ010;MIN005;MAJ005;DK01;MAJ004;MAJ017;MAJ012;DB02,DK;TN_major;TN_minor;TN_major;TN_minor;TN_minor;TN_major;TN_minor;TN_minor;TN_minor;TN_minor;TN_minor;TN_major;TN_minor;TN_minor;TN_major;TN_minor;TN_major;DK;TN_major;TN_major;TN_major;DB,MAJ005;MIN005;MAJ010;MIN006;MIN015;MAJ008;MIN007;MIN013;MIN008;MIN013;MIN007;MAJ008;MIN015;MIN006;MAJ010;MIN005;MAJ005;MAJ004;MAJ017;MAJ012,,23,22,20,0,,0,73.92003305549908,26141.78439652297,150.00000000000009,16.666666666666515,,,,,,,,,,,,,
TA030_MIN009_DK02_to_DB01,ta_coverage,DK02,DB01,False,Failed leg1 (8086->8489): No ACO/Dijkstra path found.,,,,,,0,0,0,0,,0,inf,inf,,,,,,,,,,,,,,,
TA031_MIN010_DK04_to_DB01,ta_coverage,DK04,DB01,True,TA coverage scenario through MIN010. Path found by ACO through an outer-zone waypoint.,2329;2739;2329;4354;3058;2956,DK04;MIN010;DK04;MIN016;MAJ015;DB01,DK;TN_minor;DK;TN_minor;TN_major;DB,MIN010;MIN016;MAJ015,,6,5,3,0,MIN010;MIN016,2,22.265813136955554,2892.6440675675026,100.0,1724.0939649566667,,,,,,,,,,,,,
TA032_MIN011_DK04_to_DB01,ta_coverage,DK04,DB01,True,TA coverage scenario through MIN011. Path found by ACO through an outer-zone waypoint.,2329;2431;6073;2956;3865;2956,DK04;MAJ014;MIN017;DB01;MIN011;DB01,DK;TN_major;TN_minor;DB;TN_minor;DB,MAJ014;MIN017;MIN011,,6,5,3,0,MAJ014;MIN017,2,24.938385233747447,4496.274572377615,91.43973146174442,1614.0012391568973,,,,,,,,,,,,,
TA033_MIN012_DK01_to_DB01,ta_coverage,DK01,DB01,True,TA coverage scenario through MIN012. Path found by ACO through an outer-zone waypoint.,7213;7214;7208;7214;7213;6708;5292;2956,DK01;MAJ005;MIN012;MAJ005;DK01;MIN003;MIN001;DB01,DK;TN_major;TN_minor;TN_major;DK;TN_minor;TN_minor;DB,MAJ005;MIN012;MAJ005;MIN003;MIN001,,8,7,5,0,,0,17.89457856428729,2978.091262548838,100.0,492.44289008980525,,,,,,,,,,,,,
TA034_MIN013_DK01_to_DB02,ta_coverage,DK01,DB02,True,TA coverage scenario through MIN013. Path found by ACO through an outer-zone waypoint.,7213;7214;7208;7231;7208;7214;7213;6728;5615;2711,DK01;MAJ005;MIN012;MIN013;MIN012;MAJ005;DK01;MAJ017;MAJ010;DB02,DK;TN_major;TN_minor;TN_minor;TN_minor;TN_major;DK;TN_major;TN_major;DB,MAJ005;MIN012;MIN013;MIN012;MAJ005;MAJ017;MAJ010,,10,9,7,0,,0,24.70363900301027,6504.212372687027,180.27756377319946,226.69117514559093,,,,,,,,,,,,,
TA035_MIN014_DK01_to_DB02,ta_coverage,DK01,DB02,True,TA coverage scenario through MIN014. Path found by ACO through an outer-zone waypoint.,7213;7214;7208;7231;4103;3615;4103;7231;7208;7214;7213;6728;3204;2811;2711,DK01;MAJ005;MIN012;MIN013;MIN006;MIN014;MIN006;MIN013;MIN012;MAJ005;DK01;MAJ017;MAJ012;MAJ018;DB02,DK;TN_major;TN_minor;TN_minor;TN_minor;TN_minor;TN_minor;TN_minor;TN_minor;TN_major;DK;TN_major;TN_major;TN_major;DB,MAJ005;MIN012;MIN013;MIN006;MIN014;MIN006;MIN013;MIN012;MAJ005;MAJ017;MAJ012;MAJ018,,15,14,12,0,,0,41.81727715339635,11407.602527989888,111.80339887498948,30.217134831078532,,,,,,,,,,,,,
TA036_MIN015_DK03_to_DB02,ta_coverage,DK03,DB02,True,TA coverage scenario through MIN015. Path found by ACO through an outer-zone waypoint.,9253;8141;9151;9253;5615;2711,DK03;MIN015;MAJ019;DK03;MAJ010;DB02,DK;TN_minor;TN_major;DK;TN_major;DB,MIN015;MAJ019;MAJ010,,6,5,3,0,MAJ019,1,15.886987719507946,4840.1733386176775,180.27756377319946,226.69117514559093,,,,,,,,,,,,,
TA037_MIN018_DK01_to_DB01,ta_coverage,DK01,DB01,True,TA coverage scenario through MIN018. Path found by ACO through an outer-zone waypoint.,7213;7214;3476;7214;7213;8026;5292;3058;2956,DK01;MAJ005;MIN018;MAJ005;DK01;MAJ004;MIN001;MAJ015;DB01,DK;TN_major;TN_minor;TN_major;DK;TN_major;TN_minor;TN_major;DB,MAJ005;MIN018;MAJ005;MAJ004;MIN001;MAJ015,,9,8,6,0,,0,22.36443169769898,6991.389816098136,100.0,50.0,,,,,,,,,,,,,
TA038_MIN016_DK04_to_DB01,ta_coverage,DK04,DB01,True,TA coverage scenario through MIN016. Path found by ACO through an outer-zone waypoint.,2329;4354;2329;6073;3058;2956,DK04;MIN016;DK04;MIN017;MAJ015;DB01,DK;TN_minor;DK;TN_minor;TN_major;DB,MIN016;MIN017;MAJ015,,6,5,3,0,MIN016;MIN017,2,23.480831496745306,5692.1315124286,89.46447749561842,1721.796961051594,,,,,,,,,,,,,
TA039_MIN017_DK02_to_DB01,ta_coverage,DK02,DB01,False,Failed leg1 (8086->6073): No ACO/Dijkstra path found.,,,,,,0,0,0,0,,0,inf,inf,,,,,,,,,,,,,,,
TA040_MIN019_DK04_to_DB02,ta_coverage,DK04,DB02,False,Failed leg1 (2329->477): No ACO/Dijkstra path found.,,,,,,0,0,0,0,,0,inf,inf,,,,,,,,,,,,,,,
TA041_MIN020_DK04_to_DB01,ta_coverage,DK04,DB01,True,TA coverage scenario through MIN020. Path found by ACO through an outer-zone waypoint.,2329;2431;4354;3865;1555;3865;4354;4046;2431;2329;6073;2956,DK04;MAJ014;MIN016;MIN011;MIN020;MIN011;MIN016;MAJ020;MAJ014;DK04;MIN017;DB01,DK;TN_major;TN_minor;TN_minor;TN_minor;TN_minor;TN_minor;TN_major;TN_major;DK;TN_minor;DB,MAJ014;MIN016;MIN011;MIN020;MIN011;MIN016;MAJ020;MAJ014;MIN017,,12,11,9,0,MAJ014;MIN016;MIN016;MAJ020;MAJ014;MIN017,6,53.12595665447552,10107.180917715394,91.43973146174442,1570.9315035200339,,,,,,,,,,,,,
TA042_MIN021_DK01_to_DB02,ta_coverage,DK01,DB02,False,Failed leg1 (7213->589): No ACO/Dijkstra path found.,,,,,,0,0,0,0,,0,inf,inf,,,,,,,,,,,,,,,
TA043_MIN022_DK04_to_DB01,ta_coverage,DK04,DB01,True,TA coverage scenario through MIN022. Path found by ACO through an outer-zone waypoint.,2329;4046;3865;1955;3865;4046;2431;2329;6073;2956,DK04;MAJ020;MIN011;MIN022;MIN011;MAJ020;MAJ014;DK04;MIN017;DB01,DK;TN_major;TN_minor;TN_minor;TN_minor;TN_major;TN_major;DK;TN_minor;DB,MAJ020;MIN011;MIN022;MIN011;MAJ020;MAJ014;MIN017,,10,9,7,0,MAJ020;MAJ020;MAJ014;MIN017,4,44.55881650797498,9517.705743894256,91.43973146174442,1593.5335495538582,,,,,,,,,,,,,
DK01_to_DB01_forward_forced_to_FLZ01_FLZ_branch,flz_branch,DK01,DB01,True,FLZ branch for DK01_to_DB01_forward_forced; attach_node=3615; parent_direction=forward.,3615;3406,MIN014;FLZ01,TN_minor;FLZ,MIN014,FLZ01,2,1,1,1,,0,5.1448238509132524,364.0054944640259,111.80339887498948,0.0,,,,,,,,,,,,,
DB01_to_DK01_backward_to_FLZ01_FLZ_branch,flz_branch,DK01,DB01,True,FLZ branch for DB01_to_DK01_backward; attach_node=3615; parent_direction=backward.,3615;2711;2811;3406,MIN014;DB02;MAJ018;FLZ01,TN_minor;DB;TN_major;FLZ,MIN014;MAJ018,FLZ01,4,3,2,1,,0,6.929984695148096,1211.9903894750883,111.80339887498948,0.0,,,,,,,,,,,,,
DK01_to_DB01_outer_backup_to_FLZ03_FLZ_branch,flz_branch,DK01,DB01,True,FLZ branch for DK01_to_DB01_outer_backup; attach_node=8026; parent_direction=outer_backup.,8026;7214;7213;6708;8141;6291;8127,MAJ004;MAJ005;DK01;MIN003;MIN015;MAJ016;FLZ03,TN_major;TN_major;DK;TN_minor;TN_minor;TN_major;FLZ,MAJ004;MAJ005;MIN003;MIN015;MAJ016,FLZ03,7,6,5,1,,0,10.294914446278712,5035.80414882492,100.0,0.0,,,,,,,,,,,,,
DK01_to_DB02_forward_to_FLZ01_FLZ_branch,flz_branch,DK01,DB02,True,FLZ branch for DK01_to_DB02_forward; attach_node=3615; parent_direction=forward.,3615;2711;2811;4103;3204;3406,MIN014;DB02;MAJ018;MIN006;MAJ012;FLZ01,TN_minor;DB;TN_major;TN_minor;TN_major;FLZ,MIN014;MAJ018;MIN006;MAJ012,FLZ01,6,5,4,1,,0,9.508959567856179,2593.082291044537,111.80339887498948,0.0,,,,,,,,,,,,,
DB02_to_DK01_backward_to_FLZ01_FLZ_branch,flz_branch,DK01,DB02,True,FLZ branch for DB02_to_DK01_backward; attach_node=3008; parent_direction=backward.,3008;3996;5615;3406,MIN008;MAJ022;MAJ010;FLZ01,TN_minor;TN_major;TN_major;FLZ,MIN008;MAJ022;MAJ010,FLZ01,4,3,3,1,,0,8.319381735753312,3299.9388610825063,141.32957384392878,0.0,,,,,,,,,,,,,
DK01_to_DB02_outer_backup_to_FLZ01_FLZ_branch,flz_branch,DK01,DB02,True,FLZ branch for DK01_to_DB02_outer_backup; attach_node=3204; parent_direction=outer_backup.,3204;3996;5615;3406,MAJ012;MAJ022;MAJ010;FLZ01,TN_major;TN_major;TN_major;FLZ,MAJ012;MAJ022;MAJ010,FLZ01,4,3,3,1,,0,8.208360581880779,2986.061454722965,141.32957384392878,0.0,,,,,,,,,,,,,
DK03_to_DB01_forward_to_FLZ04_FLZ_branch,flz_branch,DK03,DB01,True,FLZ branch for DK03_to_DB01_forward; attach_node=4103; parent_direction=forward.,4103;3204;3996;5615;3406;4805,MIN006;MAJ012;MAJ022;MAJ010;FLZ01;FLZ04,TN_minor;TN_major;TN_major;TN_major;FLZ;FLZ,MIN006;MAJ012;MAJ022;MAJ010,FLZ01;FLZ04,6,5,4,2,,0,17.05991449660392,4684.65688351081,141.32957384392878,0.0,,,,,,,,,,,,,
DB01_to_DK03_backward_to_FLZ04_FLZ_branch,flz_branch,DK03,DB01,True,FLZ branch for DB01_to_DK03_backward; attach_node=4103; parent_direction=backward.,4103;3204;3996;5615;3406;4805,MIN006;MAJ012;MAJ022;MAJ010;FLZ01;FLZ04,TN_minor;TN_major;TN_major;TN_major;FLZ;FLZ,MIN006;MAJ012;MAJ022;MAJ010,FLZ01;FLZ04,6,5,4,2,,0,17.05991449660392,4684.65688351081,141.32957384392878,0.0,,,,,,,,,,,,,
DK03_to_DB01_outer_backup_to_FLZ04_FLZ_branch,flz_branch,DK03,DB01,True,FLZ branch for DK03_to_DB01_outer_backup; attach_node=4103; parent_direction=outer_backup.,4103;3204;3996;5615;3406;4805,MIN006;MAJ012;MAJ022;MAJ010;FLZ01;FLZ04,TN_minor;TN_major;TN_major;TN_major;FLZ;FLZ,MIN006;MAJ012;MAJ022;MAJ010,FLZ01;FLZ04,6,5,4,2,,0,17.05991449660392,4684.65688351081,141.32957384392878,0.0,,,,,,,,,,,,,
DK03_to_DB02_forward_to_FLZ04_FLZ_branch,flz_branch,DK03,DB02,True,FLZ branch for DK03_to_DB02_forward; attach_node=4494; parent_direction=forward.,4494;3996;5615;3406;4805,MAJ003;MAJ022;MAJ010;FLZ01;FLZ04,TN_major;TN_major;TN_major;FLZ;FLZ,MAJ003;MAJ022;MAJ010,FLZ01;FLZ04,5,4,3,2,,0,15.771212029128057,3547.66475350934,100.0,0.0,,,,,,,,,,,,,
DB02_to_DK03_backward_to_FLZ04_FLZ_branch,flz_branch,DK03,DB02,True,FLZ branch for DB02_to_DK03_backward; attach_node=4494; parent_direction=backward.,4494;3996;5615;3406;4805,MAJ003;MAJ022;MAJ010;FLZ01;FLZ04,TN_major;TN_major;TN_major;FLZ;FLZ,MAJ003;MAJ022;MAJ010,FLZ01;FLZ04,5,4,3,2,,0,15.771212029128057,3547.66475350934,100.0,0.0,,,,,,,,,,,,,
DK03_to_DB02_outer_backup_to_FLZ01_FLZ_branch,flz_branch,DK03,DB02,True,FLZ branch for DK03_to_DB02_outer_backup; attach_node=3204; parent_direction=outer_backup.,3204;5615;3406,MAJ012;MAJ010;FLZ01,TN_major;TN_major;FLZ,MAJ012;MAJ010,FLZ01,3,2,2,1,,0,6.719029891426333,2642.427640313682,223.60679774997897,0.0,,,,,,,,,,,,,
DK04_to_DB01_forward_forced_to_FLZ01_FLZ_branch,flz_branch,DK04,DB01,True,FLZ branch for DK04_to_DB01_forward_forced; attach_node=3204; parent_direction=forward.,3204;3996;5615;3406,MAJ012;MAJ022;MAJ010;FLZ01,TN_major;TN_major;TN_major;FLZ,MAJ012;MAJ022;MAJ010,FLZ01,4,3,3,1,,0,8.208360581880779,2986.061454722965,141.32957384392878,0.0,,,,,,,,,,,,,
DB01_to_DK04_backward_to_FLZ01_FLZ_branch,flz_branch,DK04,DB01,True,FLZ branch for DB01_to_DK04_backward; attach_node=3204; parent_direction=backward.,3204;3996;5615;3406,MAJ012;MAJ022;MAJ010;FLZ01,TN_major;TN_major;TN_major;FLZ,MAJ012;MAJ022;MAJ010,FLZ01,4,3,3,1,,0,8.208360581880779,2986.061454722965,141.32957384392878,0.0,,,,,,,,,,,,,
DK04_to_DB01_outer_backup_forced_to_FLZ04_FLZ_branch,flz_branch,DK04,DB01,True,FLZ branch for DK04_to_DB01_outer_backup_forced; attach_node=3476; parent_direction=outer_backup.,3476;4805,MIN018;FLZ04,TN_minor;FLZ,MIN018,FLZ04,2,1,1,1,,0,5.131718602360247,1030.7764064044152,120.49124694171431,0.0,,,,,,,,,,,,,
DK04_to_DB02_forward_to_FLZ01_FLZ_branch,flz_branch,DK04,DB02,True,FLZ branch for DK04_to_DB02_forward; attach_node=2811; parent_direction=forward.,2811;2711;3008;3996;3865;3406,MAJ018;DB02;MIN008;MAJ022;MIN011;FLZ01,TN_major;DB;TN_minor;TN_major;TN_minor;FLZ,MAJ018;MIN008;MAJ022;MIN011,FLZ01,6,5,4,1,,0,10.708337347230037,5428.805634335298,119.94887246419717,0.0,,,,,,,,,,,,,
DB02_to_DK04_backward_to_FLZ01_FLZ_branch,flz_branch,DK04,DB02,True,FLZ branch for DB02_to_DK04_backward; attach_node=2811; parent_direction=backward.,2811;2711;3008;3996;3865;3406,MAJ018;DB02;MIN008;MAJ022;MIN011;FLZ01,TN_major;DB;TN_minor;TN_major;TN_minor;FLZ,MAJ018;MIN008;MAJ022;MIN011,FLZ01,6,5,4,1,,0,10.708337347230037,5428.805634335298,119.94887246419717,0.0,,,,,,,,,,,,,
DK04_to_DB02_outer_backup_to_FLZ04_FLZ_branch,flz_branch,DK04,DB02,True,FLZ branch for DK04_to_DB02_outer_backup; attach_node=3996; parent_direction=outer_backup.,3996;3865;3406;4805,MAJ022;MIN011;FLZ01;FLZ04,TN_major;TN_minor;FLZ;FLZ,MAJ022;MIN011,FLZ01;FLZ04,4,3,2,2,,0,14.77272346701303,4840.294388666378,119.94887246419717,0.0,,,,,,,,,,,,,
DK05_to_DB01_forward_forced_to_FLZ03_FLZ_branch,flz_branch,DK05,DB01,True,FLZ branch for DK05_to_DB01_forward_forced; attach_node=8533; parent_direction=forward.,8533;8026;7214;7213;6708;8141;6728;8425;8127,MIN005;MAJ004;MAJ005;DK01;MIN003;MIN015;MAJ017;MAJ008;FLZ03,TN_minor;TN_major;TN_major;DK;TN_minor;TN_minor;TN_major;TN_major;FLZ,MIN005;MAJ004;MAJ005;MIN003;MIN015;MAJ017;MAJ008,FLZ03,9,8,7,1,,0,10.797487088582361,4502.285719941121,360.5551275463989,0.0,,,,,,,,,,,,,
DB01_to_DK05_backward_to_FLZ03_FLZ_branch,flz_branch,DK05,DB01,True,FLZ branch for DB01_to_DK05_backward; attach_node=8533; parent_direction=backward.,8533;8026;7214;7213;6708;8141;6728;8425;8127,MIN005;MAJ004;MAJ005;DK01;MIN003;MIN015;MAJ017;MAJ008;FLZ03,TN_minor;TN_major;TN_major;DK;TN_minor;TN_minor;TN_major;TN_major;FLZ,MIN005;MAJ004;MAJ005;MIN003;MIN015;MAJ017;MAJ008,FLZ03,9,8,7,1,,0,10.797487088582361,4502.285719941121,360.5551275463989,0.0,,,,,,,,,,,,,
DK05_to_DB01_outer_backup_forced_to_FLZ03_FLZ_branch,flz_branch,DK05,DB01,True,FLZ branch for DK05_to_DB01_outer_backup_forced; attach_node=8425; parent_direction=outer_backup.,8425;8127,MAJ008;FLZ03,TN_major;FLZ,MAJ008,FLZ03,2,1,1,1,,0,4.327928326794643,291.547594742265,360.5551275463989,0.0,,,,,,,,,,,,,
